0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.332222222222222530e-02 0.000000000000000000e+00 1.000000000000000000e+00
6.665555555555556511e-02 0.000000000000000000e+00 1.000000000000000000e+00
9.997777777777777652e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.333000000000000018e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.666222222222222271e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.999555555555555530e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.332777777777777783e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.666000000000000036e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.999222222222222567e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.332555555555555826e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.665777777777777802e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.999000000000000332e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.332222222222222308e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.665555555555555567e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.998777777777778097e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.332000000000000073e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.665222222222222603e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.998444444444445134e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.331777777777778393e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.664999999999999813e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.998222222222222344e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.331444444444444875e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.664777777777778134e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.998000000000000664e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.331222222222222085e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.664444444444444615e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.997777777777777874e-01 0.000000000000000000e+00 1.000000000000000000e+00
9.331000000000000405e-01 0.000000000000000000e+00 1.000000000000000000e+00
9.664222222222222936e-01 0.000000000000000000e+00 1.000000000000000000e+00
9.997444444444445466e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.033077777777777762e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.066400000000000015e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.099722222222222268e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.133044444444444521e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.166377777777777736e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.199699999999999989e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.233022222222222464e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.266344444444444495e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.299677777777777932e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.332999999999999963e+00 1.000000000000000000e+00 1.000000000000000000e+00
1.366322222222222216e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.399644444444444469e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.432977777777777906e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.466300000000000159e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.499622222222222190e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.532944444444444443e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.566277777777777880e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.599600000000000133e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.632922222222222386e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666244444444444417e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.699577777777777854e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.732900000000000107e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.766222222222222360e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.799544444444444613e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.832877777777777828e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.866200000000000081e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.899522222222222334e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.932844444444444587e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.966177777777777802e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.999500000000000055e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.032822222222222308e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.066144444444444339e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.099477777777777998e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.132800000000000029e+00 0.000000000000000000e+00 1.000000000000000000e+00
